"gasto_equip_defensivo","equip_defensiv","idoso","morte_cov","idade","contat_cov","result_teste_1","teste_cov","pgt_plano","data_plano","plano","filho_dep","estcivil","escolaridade","d_escolaridade","d_raca","raca","sexo","renda","rendafam","qtd_filho_dep","confirmed","deaths","confirmed_per_100k_inhabitants","lngastos","lnrenda","lnrendafam","lnconfirmados","lndeaths"
25,1,0,0,35,0,0,0,0,0,0,1,1,"Ensino Médio",1,0,"Pardo",1,2700,4000,3,106,3,104.42115,3.21887588500977,7.90137720108032,8.2943000793457,4.67282867431641,1.3862943649292
300,1,0,0,36,1,0,0,0,0,0,0,1,"Ensino Médio",1,0,"Preto",1,3400,3400,3,4,0,27.13704,5.70378255844116,8.1318244934082,8.1318244934082,1.60943794250488,0
200,1,0,0,42,0,0,0,1,0,1,1,1,"Pós-Graduação",1,0,"Pardo",1,10000,22000,3,4,0,27.13704,5.29831743240356,9.21044063568115,9.9988431930542,1.60943794250488,0
150,1,0,0,42,0,0,0,1,0,1,1,1,"Pós-Graduação",1,1,"Branco",0,9000,18000,4,4,0,27.13704,5.01063537597656,9.1050910949707,9.79818248748779,1.60943794250488,0
120,1,0,0,18,1,0,0,0,0,0,1,0,"Ensino Médio",1,0,"Preto",1,400,4600,4,78,2,195.97005,4.78749179840088,5.99396133422852,8.43402862548828,4.36944770812988,1.0986123085022
0,0,0,0,36,0,0,0,1,0,1,0,0,"Pós-Graduação",1,0,"Pardo",0,7200,13000,2,21,1,55.92543,NA,8.8819751739502,9.47278118133545,3.09104251861572,0.6931471824646
300,1,0,1,40,1,0,0,1,0,1,1,1,"Pós-Graduação",0,0,"Amarelo",0,8000,16000,5,57,1,72.1382,5.70378255844116,8.9873218536377,9.68040657043457,4.06044292449951,0.6931471824646
100,1,0,0,28,0,0,0,0,0,0,0,0,"NA",0,0,"Pardo",0,970,0,2,159,0,99.07345,4.60517024993896,6.87832641601562,0,5.07517385482788,0
16,1,0,0,24,1,0,0,0,0,0,0,0,"NA",1,1,"Branco",0,1045,2245,2,159,0,99.07345,2.7725887298584,6.95272874832153,7.71690607070923,5.07517385482788,0
300,1,0,0,59,1,0,0,1,0,1,0,1,"NA",0,0,"Pardo",0,2000,2000,2,159,0,99.07345,5.70378255844116,7.60140228271484,7.60140228271484,5.07517385482788,0
50,1,0,1,27,1,0,0,0,0,0,0,1,"NA",1,1,"Branco",1,2000,2100,1,159,0,99.07345,3.91202306747437,7.60140228271484,7.65016889572144,5.07517385482788,0
200,1,0,0,24,0,0,0,0,0,0,1,1,"NA",1,0,"Pardo",0,960,5000,4,159,0,99.07345,5.29831743240356,6.86797428131104,8.51739311218262,5.07517385482788,0
150,1,0,0,17,0,1,1,0,0,0,0,0,"NA",1,1,"Branco",1,499,2000,2,159,0,99.07345,5.01063537597656,6.21460819244385,7.60140228271484,5.07517385482788,0
120,1,0,1,44,0,0,0,1,0,1,1,1,"NA",1,0,"Pardo",0,600,2600,2,159,0,99.07345,4.78749179840088,6.39859485626221,7.86365127563477,5.07517385482788,0
0,0,0,0,17,1,0,0,0,0,0,0,0,"NA",1,0,"Pardo",0,480,1200,3,159,0,99.07345,NA,6.17586708068848,7.09090995788574,5.07517385482788,0
80,1,0,0,59,0,0,0,1,0,1,0,1,"NA",1,1,"Branco",0,18000,19000,2,159,0,99.07345,4.38202667236328,9.79818248748779,9.85224723815918,5.07517385482788,0
50,1,0,0,35,1,0,0,1,0,1,1,1,"NA",0,0,"Pardo",0,2000,3400,5,159,0,99.07345,3.91202306747437,7.60140228271484,8.1318244934082,5.07517385482788,0
300,1,0,0,33,0,0,0,1,0,1,1,1,"NA",1,1,"Branco",0,1045,4000,3,159,0,99.07345,5.70378255844116,6.95272874832153,8.2943000793457,5.07517385482788,0
50,1,0,0,28,0,0,0,0,0,0,0,0,"NA",1,0,"Pardo",1,750,2000,6,159,0,99.07345,3.91202306747437,6.62140560150146,7.60140228271484,5.07517385482788,0
300,1,0,0,45,0,0,0,1,0,1,1,1,"NA",1,0,"Preto",0,3500,12500,3,181,0,112.78172,5.70378255844116,8.16080379486084,9.43356418609619,5.20400667190552,0
200,1,1,1,60,1,1,1,1,0,1,0,1,"NA",1,1,"Branco",1,10000,10000,3,181,0,112.78172,5.29831743240356,9.21044063568115,9.21044063568115,5.20400667190552,0
60,1,0,1,33,1,0,0,1,0,1,0,1,"Ensino Superior",1,0,"Preto",1,1640,5640,2,181,0,112.78172,4.09434461593628,7.40306091308594,8.63781642913818,5.20400667190552,0
60,1,0,0,23,0,0,0,1,0,1,0,0,"NA",1,0,"Pardo",0,1600,31000,2,181,0,112.78172,4.09434461593628,7.37838363647461,10.3417749404907,5.20400667190552,0
100,1,0,0,29,0,0,0,1,0,1,0,1,"Pós-Graduação",1,1,"Branco",0,2300,4200,2,188,0,117.14344,4.60517024993896,7.74109888076782,8.34307765960693,5.24174690246582,0
200,1,0,1,29,1,0,0,1,0,1,1,1,"Ensino Superior",1,0,"Pardo",0,1700,3000,3,188,0,117.14344,5.29831743240356,7.43897151947021,8.00670051574707,5.24174690246582,0
50,1,0,0,26,0,0,0,0,0,0,0,0,"Ensino Fundamental",0,0,"Preto",1,1045,725,3,188,0,117.14344,3.91202306747437,6.95272874832153,6.58755016326904,5.24174690246582,0
40,1,0,0,36,1,0,0,1,0,1,0,1,"Ensino Superior",1,0,"Pardo",1,3000,6000,2,188,0,117.14344,3.68887948989868,8.00670051574707,8.69968128204346,5.24174690246582,0
30,1,0,0,43,1,0,0,0,0,0,1,0,"Ensino Médio",1,1,"Branco",0,1100,1100,2,188,0,117.14344,3.40119743347168,7.00397396087646,7.00397396087646,5.24174690246582,0
50,1,0,1,29,1,0,0,0,0,0,1,1,"Pós-Graduação",1,0,"Pardo",0,1500,2000,3,188,0,117.14344,3.91202306747437,7.31388664245605,7.60140228271484,5.24174690246582,0
10,1,0,1,29,1,0,0,1,0,1,0,0,"Ensino Superior",1,1,"Branco",1,1000,1000,1,188,0,117.14344,2.30258512496948,6.90875482559204,6.90875482559204,5.24174690246582,0
150,1,0,1,43,0,0,0,0,0,1,1,1,"Ensino Médio",0,0,"Pardo",1,15000,18000,4,209,0,130.22862,5.01063537597656,9.61587238311768,9.79818248748779,5.34710741043091,0
120,1,0,0,53,0,0,0,1,0,1,1,1,"Pós-Graduação",1,0,"Pardo",0,6000,10000,3,209,0,130.22862,4.78749179840088,8.69968128204346,9.21044063568115,5.34710741043091,0
100,1,0,1,21,1,0,0,0,0,0,0,1,"Ensino Médio",1,0,"Preto",0,600,2000,2,209,0,130.22862,4.60517024993896,6.39859485626221,7.60140228271484,5.34710741043091,0
60,1,0,0,53,0,0,0,1,0,1,0,1,"Pós-Graduação",1,0,"Pardo",0,4500,4500,2,209,0,130.22862,4.09434461593628,8.41205501556396,8.41205501556396,5.34710741043091,0
100,1,0,0,54,1,0,0,1,0,1,1,1,"Ensino Superior",1,0,"Pardo",1,5500,8000,3,209,0,130.22862,4.60517024993896,8.61268520355225,8.9873218536377,5.34710741043091,0
40,1,0,0,26,0,0,0,1,0,1,0,0,"Ensino Superior",1,1,"Branco",0,2000,2000,1,209,0,130.22862,3.68887948989868,7.60140228271484,7.60140228271484,5.34710741043091,0
50,1,0,0,45,1,0,0,1,0,1,1,1,"Pós-Graduação",1,0,"Pardo",0,2900,6800,3,209,0,130.22862,3.91202306747437,7.97281074523926,8.82482528686523,5.34710741043091,0
100,1,0,0,54,0,0,0,0,0,1,0,0,"Pós-Graduação",1,0,"Pardo",0,0,0,2,209,0,130.22862,4.60517024993896,0,0,5.34710741043091,0
89,1,0,0,55,1,0,0,1,0,1,0,1,"Ensino Médio",1,0,"Pardo",1,2090,2090,2,209,0,130.22862,4.48863649368286,7.64539766311646,7.64539766311646,5.34710741043091,0
80,1,0,0,27,0,0,0,1,0,1,0,1,"Ensino Superior",1,0,"Pardo",0,1000,6000,2,209,0,130.22862,4.38202667236328,6.90875482559204,8.69968128204346,5.34710741043091,0
200,1,0,0,53,0,0,0,1,0,1,0,0,"Pós-Graduação",1,0,"Pardo",0,5000,5000,3,209,0,130.22862,5.29831743240356,8.51739311218262,8.51739311218262,5.34710741043091,0
100,1,0,0,36,0,0,0,1,0,1,1,1,"Pós-Graduação",1,1,"Branco",0,2500,10000,4,209,0,130.22862,4.60517024993896,7.8244457244873,9.21044063568115,5.34710741043091,0
600,1,0,0,51,1,0,0,1,0,1,1,1,"Ensino Superior",1,1,"Branco",1,1800,6100,3,209,0,130.22862,6.39692974090576,7.49609756469727,8.71620750427246,5.34710741043091,0
100,1,0,0,48,0,0,0,1,0,1,1,1,"Pós-Graduação",1,1,"Branco",0,4000,8000,5,209,0,130.22862,4.60517024993896,8.2943000793457,8.9873218536377,5.34710741043091,0
30,1,0,0,31,1,0,0,1,0,1,1,1,"Ensino Superior",1,1,"Branco",0,1000,7000,3,209,0,130.22862,3.40119743347168,6.90875482559204,8.85380840301514,5.34710741043091,0
100,1,0,0,38,1,0,0,1,0,1,1,1,"Pós-Graduação",1,0,"Pardo",0,8000,9500,4,209,0,130.22862,4.60517024993896,8.9873218536377,9.15915203094482,5.34710741043091,0
50,1,0,0,32,1,0,0,1,0,1,1,1,"Ensino Superior",1,1,"Branco",0,1045,3445,3,209,0,130.22862,3.91202306747437,6.95272874832153,8.14496898651123,5.34710741043091,0
40,1,0,0,26,0,0,0,1,0,1,0,0,"Ensino Superior",1,1,"Branco",0,2000,2000,1,209,0,130.22862,3.68887948989868,7.60140228271484,7.60140228271484,5.34710741043091,0
100,1,0,0,57,0,0,0,1,0,1,1,1,"Pós-Graduação",1,0,"Pardo",0,31005,4800,4,209,0,130.22862,4.60517024993896,10.3419361114502,8.4765796661377,5.34710741043091,0
120,1,0,0,26,1,0,0,0,0,1,1,1,"Ensino Superior",1,0,"Pardo",0,1200,2700,3,209,0,130.22862,4.78749179840088,7.09090995788574,7.90137720108032,5.34710741043091,0
150,1,0,0,59,0,0,0,1,0,1,0,1,"Ensino Médio",1,0,"Pardo",0,1900,3500,2,209,0,130.22862,5.01063537597656,7.55013513565063,8.16080379486084,5.34710741043091,0
50,1,0,0,22,1,0,0,0,0,0,0,1,"Ensino Superior",1,0,"Preto",0,2000,2000,2,209,0,130.22862,3.91202306747437,7.60140228271484,7.60140228271484,5.34710741043091,0
30,1,0,0,43,1,0,0,0,0,0,1,0,"Ensino Médio",1,1,"Branco",0,1100,1100,2,209,0,130.22862,3.40119743347168,7.00397396087646,7.00397396087646,5.34710741043091,0
120,1,0,0,43,1,0,0,1,0,1,0,1,"Pós-Graduação",1,0,"Pardo",0,3000,7000,2,209,0,130.22862,4.78749179840088,8.00670051574707,8.85380840301514,5.34710741043091,0
200,1,0,0,39,1,0,0,1,0,1,0,1,"Ensino Médio",1,0,"Pardo",1,3400,6000,2,209,0,130.22862,5.29831743240356,8.1318244934082,8.69968128204346,5.34710741043091,0
100,1,0,0,51,0,0,0,1,0,1,1,1,"Pós-Graduação",1,0,"Pardo",0,8000,10000,5,209,0,130.22862,4.60517024993896,8.9873218536377,9.21044063568115,5.34710741043091,0
150,1,0,1,57,0,0,0,0,0,1,0,1,"Ensino Básico",1,0,"Pardo",0,1500,1500,2,209,0,130.22862,5.01063537597656,7.31388664245605,7.31388664245605,5.34710741043091,0
100,1,0,0,46,1,0,0,1,0,1,0,1,"Ensino Superior",1,0,"Pardo",0,1500,2500,2,209,0,130.22862,4.60517024993896,7.31388664245605,7.8244457244873,5.34710741043091,0
40,1,0,0,32,0,0,0,1,0,1,1,1,"Pós-Graduação",1,0,"Pardo",0,4500,4500,2,209,0,130.22862,3.68887948989868,8.41205501556396,8.41205501556396,5.34710741043091,0
65,1,0,0,44,0,0,0,1,0,1,1,1,"Pós-Graduação",1,1,"Branco",1,2600,2600,4,209,0,130.22862,4.17438745498657,7.86365127563477,7.86365127563477,5.34710741043091,0
220,1,0,0,44,0,0,0,0,0,0,1,1,"Ensino Médio",1,1,"Branco",1,3500,3500,4,209,0,130.22862,5.39362764358521,8.16080379486084,8.16080379486084,5.34710741043091,0
60,1,0,0,30,0,0,0,1,0,1,0,1,"Ensino Superior",1,0,"Pardo",1,3000,3000,2,209,0,130.22862,4.09434461593628,8.00670051574707,8.00670051574707,5.34710741043091,0
220,1,0,0,42,0,0,0,1,0,1,1,1,"Ensino Superior",1,0,"Pardo",0,2000,8000,3,209,0,130.22862,5.39362764358521,7.60140228271484,8.9873218536377,5.34710741043091,0
80,1,0,0,32,0,0,0,0,0,0,0,1,"Ensino Médio",1,0,"Pardo",1,1200,1700,2,209,0,130.22862,4.38202667236328,7.09090995788574,7.43897151947021,5.34710741043091,0
50,1,0,0,44,1,0,0,0,0,0,1,0,"Pós-Graduação",1,0,"Pardo",0,3500,4000,3,209,0,130.22862,3.91202306747437,8.16080379486084,8.2943000793457,5.34710741043091,0
180,1,0,0,29,0,1,1,1,0,1,1,0,"Ensino Superior",1,0,"Pardo",1,8000,8000,2,209,0,130.22862,5.19295692443848,8.9873218536377,8.9873218536377,5.34710741043091,0
90,1,0,0,24,0,0,0,0,0,0,1,1,"Ensino Superior",1,0,"Pardo",0,600,1000,4,209,0,130.22862,4.49980974197388,6.39859485626221,6.90875482559204,5.34710741043091,0
65,1,0,0,44,0,0,0,1,0,1,1,1,"Pós-Graduação",1,1,"Branco",1,2600,2600,4,209,0,130.22862,4.17438745498657,7.86365127563477,7.86365127563477,5.34710741043091,0
150,1,0,1,39,0,0,0,0,0,0,0,0,"Pós-Graduação",1,1,"Branco",1,3000,3000,1,209,0,130.22862,5.01063537597656,8.00670051574707,8.00670051574707,5.34710741043091,0
200,1,0,0,37,0,0,0,1,0,1,1,0,"Ensino Médio",1,0,"Amarelo",0,0,2500,4,209,0,130.22862,5.29831743240356,0,7.8244457244873,5.34710741043091,0
200,1,0,0,43,0,1,1,1,0,1,1,0,"Pós-Graduação",1,0,"Pardo",0,5000,2500,2,305,0,190.04655,5.29831743240356,8.51739311218262,7.8244457244873,5.72358512878418,0
150,1,0,0,20,0,0,0,0,0,0,0,0,"Ensino Médio",1,0,"Pardo",1,600,600,1,95,2,98.38239,5.01063537597656,6.39859485626221,6.39859485626221,4.5643482208252,1.0986123085022
1000,1,0,0,39,0,0,0,1,0,1,1,1,"Ensino Médio",1,0,"Pardo",0,2500,5000,8,211,5,62.33751,6.90775537490845,7.8244457244873,8.51739311218262,5.35658645629883,1.7917594909668
60,1,0,0,45,1,0,0,1,0,1,1,1,"Pós-Graduação",1,0,"Pardo",0,8000,16000,4,218,5,64.40558,4.09434461593628,8.9873218536377,9.68040657043457,5.38907194137573,1.7917594909668
100,1,0,0,43,0,0,0,0,0,0,0,0,"Ensino Superior",1,0,"Pardo",0,1300,2500,1,18,0,42.96353,4.60517024993896,7.17088842391968,7.8244457244873,2.94443893432617,0
200,1,0,0,55,0,0,0,1,0,1,1,1,"NA",1,1,"Branco",1,10000,20000,5,2144,55,85.34794,5.29831743240356,9.21044063568115,9.90353775024414,7.67089462280273,4.02535152435303
100,1,0,0,35,0,0,0,1,0,1,0,0,"NA",1,1,"Branco",1,7000,14000,2,2144,55,85.34794,4.60517024993896,8.85380840301514,9.54688358306885,7.67089462280273,4.02535152435303
150,1,0,0,33,0,0,0,1,0,1,0,1,"NA",1,1,"Branco",0,3000,4600,2,2144,55,85.34794,5.01063537597656,8.00670051574707,8.43402862548828,7.67089462280273,4.02535152435303
100,1,0,0,46,0,0,0,1,0,1,0,1,"NA",1,1,"Branco",0,18000,18000,2,2144,55,85.34794,4.60517024993896,9.79818248748779,9.79818248748779,7.67089462280273,4.02535152435303
60,1,0,0,35,0,0,0,1,0,1,0,0,"NA",1,1,"Branco",0,600,2200,1,2144,55,85.34794,4.09434461593628,6.39859485626221,7.69666719436646,7.67089462280273,4.02535152435303
60,1,0,0,30,0,0,0,1,0,1,0,0,"NA",1,0,"Amarelo",0,2900,1200,1,2144,55,85.34794,4.09434461593628,7.97281074523926,7.09090995788574,7.67089462280273,4.02535152435303
0,0,1,0,60,1,0,0,0,0,0,0,0,"NA",1,1,"Branco",1,1000,600,1,2144,55,85.34794,NA,6.90875482559204,6.39859485626221,7.67089462280273,4.02535152435303
300,1,0,0,41,0,0,0,1,0,1,1,1,"NA",1,1,"Branco",0,8000,8000,3,2305,58,91.757,5.70378255844116,8.9873218536377,8.9873218536377,7.74326992034912,4.07753753662109
100,1,0,0,58,1,0,0,0,0,0,1,1,"NA",1,1,"Branco",0,3500,3500,4,2305,58,91.757,4.60517024993896,8.16080379486084,8.16080379486084,7.74326992034912,4.07753753662109
200,1,0,0,27,0,0,0,1,0,1,0,0,"Ensino Superior",1,1,"Branco",0,1500,5000,2,2305,58,91.757,5.29831743240356,7.31388664245605,8.51739311218262,7.74326992034912,4.07753753662109
60,1,0,0,20,0,0,0,1,0,1,0,0,"NA",1,1,"Branco",0,0,8000,4,2305,58,91.757,4.09434461593628,0,8.9873218536377,7.74326992034912,4.07753753662109
185,1,0,0,36,1,1,1,1,0,1,1,0,"NA",1,1,"Branco",0,1200,3000,3,2305,58,91.757,5.22035598754883,7.09090995788574,8.00670051574707,7.74326992034912,4.07753753662109
90,1,0,0,20,0,0,0,1,0,1,0,0,"NA",1,1,"Branco",1,0,600,3,2305,58,91.757,4.49980974197388,0,6.39859485626221,7.74326992034912,4.07753753662109
300,1,0,0,25,0,0,0,1,0,1,0,0,"NA",1,1,"Branco",1,1500,2350,4,2305,58,91.757,5.70378255844116,7.31388664245605,7.76259613037109,7.74326992034912,4.07753753662109
120,1,0,0,28,0,0,0,1,0,1,0,1,"Pós-Graduação",1,0,"Pardo",1,15000,18000,2,2408,60,95.8572,4.78749179840088,9.61587238311768,9.79818248748779,7.7869668006897,4.11087369918823
90,1,0,0,39,1,0,0,1,0,1,0,0,"Pós-Graduação",1,1,"Branco",0,7500,7500,3,2408,60,95.8572,4.49980974197388,8.92279148101807,8.92279148101807,7.7869668006897,4.11087369918823
200,1,0,0,36,0,0,0,1,0,1,0,0,"Pós-Graduação",1,1,"Branco",0,2000,2000,1,2408,60,95.8572,5.29831743240356,7.60140228271484,7.60140228271484,7.7869668006897,4.11087369918823
100,1,0,0,32,0,0,0,1,0,1,0,1,"Pós-Graduação",1,1,"Branco",1,11000,18000,2,2497,59,99.4001,4.60517024993896,9.30574131011963,9.79818248748779,7.82324552536011,4.09434461593628
300,1,0,0,39,0,0,0,1,0,1,1,1,"Pós-Graduação",1,0,"Pardo",1,1600,3100,4,2549,62,101.4701,5.70378255844116,7.37838363647461,8.03948020935059,7.84384870529175,4.14313459396362
400,1,0,0,57,1,0,0,1,0,1,1,1,"Pós-Graduação",1,1,"Branco",0,3745,6500,3,30,0,195.68195,5.99146461486816,8.22844409942627,8.77971172332764,3.43398714065552,0
80,1,0,1,22,1,0,0,0,0,0,0,0,"NA",1,0,"Pardo",1,600,1000,3,675,30,118.65566,4.38202667236328,6.39859485626221,6.90875482559204,6.51619291305542,3.43398714065552
150,1,0,0,53,1,0,0,0,0,0,0,0,"Pós-Graduação",0,0,"Pardo",1,7000,7000,1,721,36,126.74182,5.01063537597656,8.85380840301514,8.85380840301514,6.58202505111694,3.61091780662537
120,1,0,0,32,0,0,0,0,0,0,0,0,"Ensino Superior",1,1,"Branco",1,1000,2600,4,729,37,128.14811,4.78749179840088,6.90875482559204,7.86365127563477,6.59304475784302,3.63758611679077
100,1,0,0,36,0,0,0,1,0,1,0,0,"Pós-Graduação",1,0,"Preto",0,7000,7000,1,358,8,589.55273,4.60517024993896,8.85380840301514,8.85380840301514,5.88332223892212,2.19722461700439
200,1,0,0,40,0,0,0,1,0,1,0,0,"Pós-Graduação",1,0,"Preto",0,765,5000,3,6,0,41.47083,5.29831743240356,6.64118194580078,8.51739311218262,1.94591009616852,0
50,1,0,0,24,0,0,0,0,0,0,0,0,"NA",1,0,"Pardo",1,1800,1200,1,73,2,17.83354,3.91202306747437,7.49609756469727,7.09090995788574,4.30406522750854,1.0986123085022
15,1,0,0,36,0,0,0,0,0,0,0,0,"Pós-Graduação",1,0,"Pardo",0,2600,7000,2,217,1,228.68826,2.70805025100708,7.86365127563477,8.85380840301514,5.3844952583313,0.6931471824646
80,1,0,1,27,1,0,0,1,0,1,0,1,"NA",1,1,"Branco",0,8000,35000,2,29,2,31.95346,4.38202667236328,8.9873218536377,10.4631319046021,3.40119743347168,1.0986123085022
80,1,0,0,27,0,0,0,1,0,1,0,1,"NA",1,1,"Branco",0,8000,11910,2,33,2,36.36083,4.38202667236328,8.9873218536377,9.38521766662598,3.52636051177979,1.0986123085022
70,1,0,1,51,0,0,0,1,0,1,1,1,"Pós-Graduação",0,0,"Pardo",1,6000,12000,4,14,1,78.16862,4.24849510192871,8.69968128204346,9.39274501800537,2.70805025100708,0.6931471824646
25,1,0,0,29,0,0,0,1,0,1,0,0,"NA",1,0,"Amarelo",0,1800,2600,2,40,0,29.33756,3.21887588500977,7.49609756469727,7.86365127563477,3.71357202529907,0
100,1,0,0,24,0,0,0,0,0,0,1,0,"Ensino Superior",1,1,"Branco",0,2000,3000,4,40,0,29.33756,4.60517024993896,7.60140228271484,8.00670051574707,3.71357202529907,0
10,1,0,0,26,0,0,0,0,0,0,0,0,"Ensino Superior",1,1,"Branco",0,1300,4000,3,48,1,53.28478,2.30258512496948,7.17088842391968,8.2943000793457,3.89182019233704,0.6931471824646
10,1,0,0,36,0,0,0,0,0,0,1,0,"Ensino Médio",0,1,"Branco",0,1200,1200,2,48,1,53.28478,2.30258512496948,7.09090995788574,7.09090995788574,3.89182019233704,0.6931471824646
0,0,0,0,34,1,0,0,1,0,1,1,1,"Ensino Superior",1,0,"Pardo",1,5000,8000,3,48,1,53.28478,NA,8.51739311218262,8.9873218536377,3.89182019233704,0.6931471824646
30,1,1,0,62,1,0,0,0,0,0,1,1,"Ensino Fundamental",0,1,"Branco",1,1400,1000,3,48,1,53.28478,3.40119743347168,7.24494171142578,6.90875482559204,3.89182019233704,0.6931471824646
100,1,0,0,22,0,0,0,1,0,1,0,0,"Ensino Superior",1,1,"Branco",0,1500,15000,3,253,8,75.79775,4.60517024993896,7.31388664245605,9.61587238311768,5.53733444213867,2.19722461700439
100,1,0,0,36,0,0,0,1,0,1,0,1,"Pós-Graduação",1,0,"Pardo",1,6300,9000,2,1214,25,175.6099,4.60517024993896,8.74846363067627,9.1050910949707,7.10249948501587,3.25809645652771
90,1,0,1,41,1,0,0,0,0,0,0,1,"Pós-Graduação",1,1,"Branco",1,3500,7000,2,1214,26,175.6099,4.49980974197388,8.16080379486084,8.85380840301514,7.10249948501587,3.29583692550659
0,0,0,0,42,0,0,0,1,0,1,1,1,"Pós-Graduação",1,1,"Branco",1,7300,7300,3,1214,26,175.6099,NA,8.89576625823975,8.89576625823975,7.10249948501587,3.29583692550659
0,0,0,0,44,0,0,0,0,0,1,1,0,"Ensino Médio",1,1,"Branco",1,4500,5500,4,250,0,296.28576,NA,8.41205501556396,8.61268520355225,5.52545309066772,0
100,1,0,0,45,1,0,0,0,0,0,1,1,"Ensino Médio",1,0,"Preto",0,1000,3000,4,25,0,31.70738,4.60517024993896,6.90875482559204,8.00670051574707,3.25809645652771,0
24,1,0,0,50,0,0,0,0,0,0,1,1,"Pós-Graduação",1,0,"Pardo",0,0,3000,4,25,0,31.70738,3.178053855896,0,8.00670051574707,3.25809645652771,0
20,1,0,0,34,1,0,0,1,0,1,1,1,"Pós-Graduação",1,1,"Branco",0,4000,4000,5,25,0,31.70738,2.99573230743408,8.2943000793457,8.2943000793457,3.25809645652771,0
30,1,1,0,62,0,0,0,0,0,0,1,0,"Ensino Superior",1,1,"Branco",0,3500,4700,2,25,0,31.70738,3.40119743347168,8.16080379486084,8.45553016662598,3.25809645652771,0
30,1,0,0,57,0,0,0,0,0,0,1,1,"Ensino Superior",1,1,"Branco",0,2000,2000,4,25,0,31.70738,3.40119743347168,7.60140228271484,7.60140228271484,3.25809645652771,0
70,1,0,0,30,0,0,0,0,0,0,0,0,"Pós-Graduação",1,1,"Branco",0,600,600,4,27,0,34.24397,4.24849510192871,6.39859485626221,6.39859485626221,3.33220458030701,0
100,1,0,0,52,1,0,0,1,0,1,0,0,"NA",1,0,"Pardo",0,7000,3500,1,283,10,163.0607,4.60517024993896,8.85380840301514,8.16080379486084,5.64897441864014,2.39789533615112
300,1,0,0,59,0,0,0,1,0,1,0,1,"Ensino Superior",1,1,"Branco",0,2500,5000,2,16,1,84.95726,5.70378255844116,7.8244457244873,8.51739311218262,2.83321332931519,0.6931471824646
200,1,0,0,31,0,0,0,0,0,0,1,1,"Pós-Graduação",1,1,"Branco",0,0,4000,5,21,1,180.69179,5.29831743240356,0,8.2943000793457,3.09104251861572,0.6931471824646
200,1,1,0,62,0,0,0,1,0,1,1,1,"NA",1,1,"Branco",1,6000,8000,4,284,3,217.43957,5.29831743240356,8.69968128204346,8.9873218536377,5.65248918533325,1.3862943649292
50,1,0,0,39,1,0,0,1,0,1,0,1,"Pós-Graduação",1,1,"Branco",0,4200,7000,2,295,4,225.86153,3.91202306747437,8.34307765960693,8.85380840301514,5.69035959243774,1.60943794250488
150,1,0,0,30,0,0,0,1,0,1,0,0,"NA",1,1,"Branco",1,9400,5000,2,21,2,149.97857,5.01063537597656,9.1485710144043,8.51739311218262,3.09104251861572,1.0986123085022
90,1,0,1,45,1,0,0,0,0,0,0,1,"NA",1,0,"Preto",0,1500,2600,2,1339,84,556.54386,4.49980974197388,7.31388664245605,7.86365127563477,7.2004246711731,4.44265127182007
50,1,0,0,44,1,0,0,1,0,1,1,1,"NA",1,1,"Branco",0,1500,1800,3,3447,127,671.16577,3.91202306747437,7.31388664245605,7.49609756469727,8.14554977416992,4.8520302772522
0,0,0,0,33,0,0,0,0,0,0,0,0,"NA",1,1,"Branco",0,0,6100,2,3447,127,671.16577,NA,0,8.71620750427246,8.14554977416992,4.8520302772522
1000,1,0,0,49,0,0,0,1,0,1,0,0,"NA",1,1,"Branco",0,10000,14000,2,3506,127,682.65367,6.90775537490845,9.21044063568115,9.54688358306885,8.16251659393311,4.8520302772522
100,1,0,0,31,1,0,0,0,0,1,0,1,"Pós-Graduação",1,1,"Branco",0,5000,7000,2,3586,126,698.23047,4.60517024993896,8.51739311218262,8.85380840301514,8.18507194519043,4.84418725967407
50,1,0,1,27,1,0,0,0,0,0,0,0,"Ensino Superior",1,1,"Branco",1,1500,3000,2,4186,126,815.05654,3.91202306747437,7.31388664245605,8.00670051574707,8.33973979949951,4.84418725967407
400,1,0,0,40,1,0,0,1,0,1,1,1,"Ensino Superior",1,1,"Branco",1,5500,10000,3,2017,229,245.63771,5.99146461486816,8.61268520355225,9.21044063568115,7.60986232757568,5.43807935714722
50,1,0,0,54,0,0,0,1,0,1,0,1,"Ensino Superior",1,1,"Branco",0,10000,17000,3,559,54,182.56578,3.91202306747437,9.21044063568115,9.74102783203125,6.32793664932251,4.00733327865601
100,1,0,1,37,1,0,0,0,0,0,0,1,"Pós-Graduação",1,1,"Branco",0,3200,5500,2,337,24,223.66168,4.60517024993896,8.07121849060059,8.61268520355225,5.82304573059082,3.21887588500977
1000,1,0,1,18,0,0,0,1,0,1,0,0,"NA",1,1,"Branco",1,1000,1400,3,33695,4231,501.49556,6.90775537490845,6.90875482559204,7.24494171142578,10.4251346588135,8.35042953491211
30,1,0,0,33,0,0,0,0,0,0,0,0,"NA",1,1,"Branco",1,1500,2000,3,33695,4231,501.49556,3.40119743347168,7.31388664245605,7.60140228271484,10.4251346588135,8.35042953491211
150,1,0,1,22,1,0,0,1,0,1,0,0,"NA",1,1,"Branco",1,798,1000,3,33695,4231,501.49556,5.01063537597656,6.6833610534668,6.90875482559204,10.4251346588135,8.35042953491211
